slno,slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material_involved,movement_type,history,label,event_date,rainfall_eligible,rainfall_mm,rainfall_raw,rainfall_status,elevation_m,slope_deg,aspect_deg
23952,MIZ/AIZ/84A13/2025/240,Mizoram,Aizawl,,Mualmam,23.807952,92.834037,Earth,Slide,01 June 2025,1,2025-06-01,True,83.0,830.0,ok,534.0,40.60868889849944,124.45704677385449
23953,MIZ/AIZ/83D15/2025/241,Mizoram,Aizawl,,Zohmun,24.285871,92.94599,Debris,Slide,14 June 2025,1,2025-06-14,True,28.1,281.0,ok,904.0,23.87242608582307,320.1085649220419
23954,MIZ/AIZ/83D15/2025/242,Mizoram,Aizawl,,Zohmun,24.288014,92.946017,Earth,Slide,14 June 2025,1,2025-06-14,True,28.1,281.0,ok,923.0,28.708998885544567,283.66160107766615
23955,MIZ/AIZ/83D15/2025/243,Mizoram,Aizawl,,Mauchar,24.354658,92.925511,Debris,Slide,29 May 2025,1,2025-05-29,True,31.0,310.0,ok,689.0,14.225038030756012,50.368745635140186
23956,MIZ/AIZ/83D15/2025/244,Mizoram,Aizawl,,Mauchar,24.365715,92.930137,Debris,Slide,01 June 2025,1,2025-06-01,True,38.6,386.0,ok,610.0,35.085092265909644,308.42817648957373
23957,MIZ/AIZ/84A14/2025/245,Mizoram,Aizawl,,Sesawng,23.747519,92.853155,Debris,Slide,15 June 2025,1,2025-06-15,True,72.5,725.0,ok,808.0,31.71607864360277,283.61988963614215
23958,MZ/LUN/84B09/2017/0001,Mizoram,Lunglei,Phairuangkai Slide,"Phairuangkai-West Rotlang road, ChangpuiVeng, Phairuangkai.",22.82104167,92.63873333,Soil,Flow,12 June 2017,1,2017-06-12,True,136.5,1365.0,ok,94.0,16.86127532532514,148.60546948228125
23963,Mizoram/Aizawl/84A09/2018/0 02,Mizoram,Aizawl,Selesih Slide,"Near the Auditorium of Central Agricultural University (College of Veterinary Science and Animal Husbandry), Selesih village, Aizawl District, Mizoram",24.80375556,92.733375,Rock,Creep,28 April 2018,1,2018-04-28,True,2.7,27.0,ok,18.0,1.0204923733058204,270.0
23966,Mizoram/Aizawl/84A14/2020/0 01,Mizoram,Aizawl,Zemabawk landslide,"Zemabawk area near Bharat Petroleum, Zemabawk, along NH6/306A Aizawl-Seling- Champhai road",24.73197222,92.75988889,Rock,Slide,2 February 2020,1,2020-02-02,True,0.0,0.0,ok,19.0,1.019902774636568,270.0
23971,MZ/AZL/84A/10/2023/01,Mizoram,Aizawl,Vaivakawn landslide,"Vaivakawn, Aizawl",23.74150833,92.70785833,Rock,Slide,04 June 2023,1,2023-06-04,True,0.0,0.0,ok,888.0,37.35635939881985,137.849381432146
23976,MZ-31/2011,Mizoram,Aizawl,Naizawl rock fall,,23.70213889,92.71822222,,,22 May 2011,1,2011-05-22,True,0.7,7.0,ok,1060.0,42.224859082509326,121.11077129460944
23979,MZ/AZL/84A10/2016/01,Mizoram,Aizawl,Tlungvel slide,Tlungvel-Seling main road,23.60830556,92.85058333,Earth,Slide,17 September 2016,1,2016-09-17,True,5.9,59.0,ok,1111.0,33.053465242026064,299.7993540573918
23980,MZ/AZL/84A10/2016/02,Mizoram,Aizawl,Tlungvel Presbyterian church slide,Tlungvel village (near the Presbyterian church),23.61372222,92.85188889,Soil (insitu soil + regolith),Flow,17 September 2016,1,2016-09-17,True,5.9,59.0,ok,1066.0,22.84926864886222,105.58186274570892
23986,MIZ/AZL/84A11/2025/010,Mizoram,Aizawl,,Thiak road,23.4688,92.7208,Debris,slide,02 January 2025,1,2025-01-02,True,0.0,0.0,ok,1136.0,24.617566935781724,188.8521575668127
23992,MIZ/AZL/84A11/2025/020,Mizoram,Aizawl,,Thiak to N. Lungsai (Aizawl- Thenzawl-Lunglei SH),23.4807,92.7025,Debris,Slide,13 September 2025,1,2025-09-13,True,18.6,186.0,ok,997.0,25.86918462155857,126.8857257137341
23993,MIZ/AZL/84A11/2025/021,Mizoram,Aizawl,,Thiak to N. Lungsai (Aizawl- Thenzawl-Lunglei SH),23.4855,92.7033,Debris,Slide,02 July 2024,1,2024-07-02,True,39.6,396.0,ok,978.0,13.406514124378017,138.26445540803672
23995,MIZ/AZL/84A11/2025/023,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei SH,23.4946,92.7044,Debris,Slide,25 August 2024,1,2024-08-25,True,10.7,107.0,ok,929.0,45.146096053727966,269.07822295856886
23999,MIZ/SER/84A12/2025/027,Mizoram,Serchhip,,Aizawl-Thenzawl-Lunglei SH,23.239287,92.74818,Debris,Slide,02 June 2025,1,2025-06-02,True,2.4,24.0,ok,748.0,11.535121053361726,71.52383931807283
24000,MIZ/SER/84A12/2025/028,Mizoram,Serchhip,,Buangpui,23.237356,92.744978,Earth,Slide,05 June 2025,1,2025-06-05,True,0.0,0.0,ok,774.0,7.118981445024938,25.004683152558016
24002,MIZ/LUN/84A12/2025/030,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei SH,23.230114,92.740067,Earth,Slide,02 June 2025,1,2025-06-02,True,2.4,24.0,ok,781.0,16.11254044033246,77.06181793627006
24003,MIZ/LUN/84A12/2025/031,Mizoram,Lunglei,,2 kms north of Kanghmun S,23.229731,92.73968,Earth,Slide,24 May 2025,1,2025-05-24,True,0.5,5.0,ok,786.0,17.016533031627706,77.79937828469802
24004,MIZ/LUN/84A12/2025/032,Mizoram,Lunglei,,Outside Kanghmun S,23.226843,92.740266,Earth,Slide,02 June 2025,1,2025-06-02,True,2.4,24.0,ok,757.0,17.01620167366209,102.2008777487474
24005,MIZ/LUN/84A12/2025/033,Mizoram,Lunglei,,Kanghmun S,23.225357,92.74039,Earth,Slide,06 June 2025,1,2025-06-06,True,0.4,4.0,ok,756.0,10.520848060808152,58.50667277332076
24007,MIZ/LUN/84A12/2025/037,Mizoram,Lunglei,,Outside Kanghmun S Aizawl- Thenzawl-Lunglei SH,23.204595,92.73861,Debris,Slide,3 June 2025,1,2025-06-03,True,57.3,573.0,ok,795.0,33.20241976918705,207.1934438185528
24014,MIZ/LUN/84A12/2025/044,Mizoram,Lunglei,,South of Kanghmun S,23.201335,92.734857,Rock,Slide,02 June 2025,1,2025-06-02,True,2.4,24.0,ok,774.0,24.4001702437956,141.64665056924426
24015,MIZ/LUN/84A12/2025/045,Mizoram,Lunglei,,South of Kanghmun S,23.201614,92.734453,Rock,Slide,02 June 2025,1,2025-06-02,True,2.4,24.0,ok,763.0,27.12048890798274,139.26078626736808
24016,MIZ/LUN/84A12/2025/046,Mizoram,Lunglei,,South of Kanghmun S,23.201759,92.734328,Rock,Slide,02 June 2025,1,2025-06-02,True,2.4,24.0,ok,763.0,27.120499648425085,139.26075553437522
24018,MIZ/LUN/84A12/2025/048,Mizoram,Lunglei,,"Between Kanghmun S to Ramlaitui, Aizawl-Thenzawl- Lunglei SH",23.199924,92.73481,Earth,Slide,02 June 2025,1,2025-06-02,True,2.1,21.0,ok,752.0,20.90497010668423,104.71421318550568
24020,MIZ/LUN/84A12/2025/052,Mizoram,Lunglei,,"North of Ramlaitui, Aizawl- Thenzawl-Lunglei SH",23.197825,92.73502,Debris,Slide,15 June 2025,1,2025-06-15,True,30.6,306.0,ok,741.0,12.635796333836003,59.67604467893892
24023,MIZ/LUN/84A12/2025/055,Mizoram,Lunglei,,"North of Ramlaitui, Aizawl- Thenzawl-Lunglei SH",23.193237,92.734819,Debris,Slide,02 June 2025,1,2025-06-02,True,2.1,21.0,ok,793.0,27.213649022990825,97.22562041497048
24024,MIZ/LUN/84A12/2025/056,Mizoram,Lunglei,,"North of Ramlaitui, Aizawl- Thenzawl-Lunglei SH",23.191775,92.734778,Debris,Slide,06 June 2025,1,2025-06-06,True,0.0,0.0,ok,785.0,17.824674824021194,41.03401959788439
24025,MIZ/LUN/84A12/2025/057,Mizoram,Lunglei,,"North of Ramlaitui, Aizawl- Thenzawl-Lunglei SH",23.191747,92.73459,Debris,Slide,02 June 2025,1,2025-06-02,True,2.1,21.0,ok,785.0,17.824673317331925,41.03401365724492
24028,MIZ/LUN/84A12/2025/064,Mizoram,Lunglei,,"Outside Ramlaitui, Aizawl- Thenzawl-Lunglei SH",23.188245,92.734327,Rock,Slide,02 June 2025,1,2025-06-02,True,2.1,21.0,ok,812.0,26.223429112072203,145.1526127377208
24030,MIZ/LUN/84A12/2025/066,Mizoram,Lunglei,,"Outside Ramlaitui, Aizawl- Thenzawl-Lunglei SH",23.18675,92.735178,Debris,Slide,02 June 2025,1,2025-06-02,True,2.1,21.0,ok,850.0,27.369937305047,117.93803283411116
24031,MIZ/LUN/84A12/2025/067,Mizoram,Lunglei,,"Outside Ramlaitui, Aizawl- Thenzawl-Lunglei SH",23.186501,92.735632,Rock,Slide,13 September 2025,1,2025-09-13,True,17.6,176.0,ok,838.0,32.04211760590972,119.3968184217667
24032,MIZ/LUN/84A12/2025/068,Mizoram,Lunglei,,"Outside Ramlaitui, Aizawl- Thenzawl-Lunglei SH",23.186296,92.7356,Debris,Slide,13 September 2025,1,2025-09-13,True,17.6,176.0,ok,838.0,32.042087632288315,119.39685597210452
24033,MIZ/LUN/84A12/2025/069,Mizoram,Lunglei,,"Outside Ramlaitui, Aizawl- Thenzawl-Lunglei SH",23.186133,92.735682,Debris,Slide,13 September 2025,1,2025-09-13,True,17.6,176.0,ok,850.0,35.719087153528,144.04871954607677
24034,MIZ/LUN/84A12/2025/070,Mizoram,Lunglei,,Outside Ramlaitui,23.184091,92.738895,Debris,Slide,01 June 2025,1,2025-06-01,True,124.1,1241.0,ok,781.0,26.602852074261182,200.5621011722946
24041,MIZ/LUN/84A12/2025/084,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei SH outside Ramlaitui,23.174341,92.740855,Debris,Slide,13 September 2025,1,2025-09-13,True,17.6,176.0,ok,786.0,24.24184182892916,77.55789382865373
24048,MIZ/LUN/84A12/2025/093,Mizoram,Lunglei,,South of Ramlaitui,23.164812,92.743396,Debris,Slide and Flow,02 June 2025,1,2025-06-02,True,2.1,21.0,ok,800.0,25.138230302455263,177.85203388046722
24059,MIZ/LUN/84A12/2025/105,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, Ramlaitui to Sekhum",23.152289,92.746243,Debris,Slide,30 May 2025,1,2025-05-30,True,176.7,1767.0,ok,891.0,9.697916666164398,235.4099586030867
24068,MIZ/LUN/84A12/2025/114,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, Ramlaitui to Sekhum",23.147798,92.749742,Debris,Slide,13 September 2025,1,2025-09-13,True,17.6,176.0,ok,905.0,19.18081781185856,59.24876668525416
24069,MIZ/LUN/84A16/2025/115,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, Ramlaitui to Sekhum",23.144687,92.750609,Debris,Slide,06 June 2025,1,2025-06-06,True,0.0,0.0,ok,861.0,9.697550934693924,124.5915603660596
24072,MIZ/LUN/84A16/2025/119,Mizoram,Lunglei,,Sekhum,23.141474,92.750577,Debris,Slide,29 May 2025,1,2025-05-29,True,50.3,503.0,ok,838.0,32.15228429311397,287.9804530533153
24074,MIZ/LUN/84A16/2025/121,Mizoram,Lunglei,,Sekhum,23.139887,92.751646,Debris,Slide,30 May 2025,1,2025-05-30,True,176.7,1767.0,ok,860.0,13.235235322262588,26.652932974713067
24081,MIZ/LUN/84A12/2025/128,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei SH Sekhum to N. Mualthuam,23.134961,92.747843,Debris,Slide and Flow,30 May 2025,1,2025-05-30,True,176.7,1767.0,ok,851.0,32.38961100262089,209.92942959991493
24086,MIZ/LUN/84A12/2025/133,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei SH Sekhum to N. Mualthuam,23.131999,92.744413,Earth,Slide,13 September 2025,1,2025-09-13,True,17.6,176.0,ok,807.0,27.728409883928947,197.5211420149589
24100,MIZ/LUN/84A12/2025/150,Mizoram,Lunglei,,Mualthuam N,23.11239,92.745417,Earth,Slide,01 June 2025,1,2025-06-01,True,124.1,1241.0,ok,838.0,16.313646803341754,106.03558767928196
24102,MIZ/LUN/84A12/2025/152,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, Mualthuam N Venghnuai",23.113126,92.74564,Earth,Slide,02 June 2025,1,2025-06-02,True,2.1,21.0,ok,833.0,23.726428306089023,90.0
24104,MIZ/LUN/84A12/2025/154,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, Mualthuam N Venghnuai",23.108018,92.746279,Earth,Slide,30 May 2025,1,2025-05-30,True,176.7,1767.0,ok,763.0,15.538323980769764,62.27444157087254
24105,MIZ/LUN/84A12/2025/155,Mizoram,Lunglei,,Mualthuam N,23.10565,92.745979,Debris,Slide,30 May 2025,1,2025-05-30,True,176.7,1767.0,ok,711.0,19.062331157387128,314.5810439049488
24107,MIZ/LUN/84A12/2025/157,Mizoram,Lunglei,,Mualthuam N,23.104623,92.747711,Debris,Slide and flow,1 June 2025,1,2025-06-01,True,124.1,1241.0,ok,739.0,21.46916903899876,314.3415733324112
24111,MIZ/LUN/84A16/2025/161,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, south of Mualthuam N",23.100785,92.751508,Earth,Slide,30 May 2025,1,2025-05-30,True,176.7,1767.0,ok,780.0,13.43330070756056,312.6083495111008
24112,MIZ/LUN/84A16/2025/162,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, south of Mualthuam N",23.099615,92.752199,Earth,Slide,06 June 2025,1,2025-06-06,True,0.0,0.0,ok,780.0,9.49164623626332,47.391401831798
24114,MIZ/LUN/84A16/2025/164,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, Near MPWD milestone 6kms to Haulawng",23.09459,92.753733,Earth,Slide and flow,13 September 2025,1,2025-09-13,True,19.8,198.0,ok,756.0,9.652398878003018,198.06306898912544
24115,MIZ/LUN/84A16/2025/165,Mizoram,Lunglei,,"Below Aizawl-Thenzawl-Lunglei SH, Mualthuam N to Saichhoh",23.092076,92.752286,Earth,Slide,13 September 2025,1,2025-09-13,True,19.8,198.0,ok,754.0,21.15459727720713,245.3005077231692
24120,MIZ/LUN/84A16/2025/175,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, Saichhoh",23.074255,92.76222,Debris,Slide,01 June 2025,1,2025-06-01,True,160.2,1602.0,ok,771.0,24.04711707056377,289.0343901025693
24122,MIZ/LUN/84A16/2025/177,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, Saichhoh to Haulawng",23.069585,92.765797,Debris,Slide,31 May 2025,1,2025-05-31,True,48.3,483.0,ok,800.0,12.74565668165839,135.63052122755488
24123,MIZ/LUN/84A16/2025/178,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, Saichhoh to Haulawng",23.067473,92.767201,Earth,Slide,30 May 2025,1,2025-05-30,True,191.4,1914.0,ok,843.0,24.03330972410964,146.5116174071661
24126,MIZ/LUN/84A16/2025/181,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, Saichhoh to Haulawng",23.063838,92.769004,Debris,Slide,15 June 2025,1,2025-06-15,True,28.4,284.0,ok,897.0,26.966986285626938,104.72850144151668
24127,MIZ/LUN/84A16/2025/182,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, Saichhoh to Haulawng",23.061745,92.770105,Debris,Slide,30 May 2025,1,2025-05-30,True,191.4,1914.0,ok,941.0,20.924050355374884,152.63610720866825
24466,NAG/KOH/83K02/2008/F-3A,Nagaland,Kohima,PR Hills slide,,25.66083,94.10278,Debris,Fall,02 August 2008,1,2008-08-02,True,17.0,170.0,ok,1483.0,3.700645055238003,0.0
24491,NAG/KOH/83K02/2008/F-3B,Nagaland,Kohima,Officer Hill/ Naga Hospital Colony slide,,25.66667,94.10972,Debris,Slide,12 August 2007,1,2007-08-12,True,7.6,76.0,ok,1425.0,13.77621728160674,351.58527967729424
24516,NAG/KOH/83K02/2008/F-4(A),Nagaland,Kohima,New Market slide,,25.66917,94.10722,Debris,Slide,16 August 2008,1,2008-08-16,True,1.7,17.0,ok,1452.0,15.859618032120627,14.630974383090036
24660,NL/KOH/83K02/2014/04,Nagaland,Kohima,Meriema,National Highway (NH)- 61,25.71611,94.08883,Debris,Flow,03 July 2013,1,2013-07-03,True,23.5,235.0,ok,1449.0,16.127736753344397,198.0793215599972
24708,NL/KOH/83G14/2014/15,Nagaland,Kohima,Piphema Peducha,NH-29,25.74697,93.98167,Rock cum Debris,Slide,08 September 2013,1,2013-09-08,True,5.2,52.0,ok,885.0,16.088110608651256,43.210825952440985
24751,NL/DIM/83G13/2014/02,Nagaland,Dimapur,Kukidolong-2,NH 29,25.76939,93.80278,Earth,Slide,16 July 2013,1,2013-07-16,True,22.9,229.0,ok,290.0,24.478947644622064,60.18392631466616
24795,NL/DIM/83G13/2014/01,Nagaland,Dimapur,Kukidolong-1,NH 29,25.78417,93.80028,Earth,Slide,16 July 2013,1,2013-07-16,True,22.9,229.0,ok,251.0,17.065702312444657,276.04701839827135
24950,NAG/KIPH/83K13/2009/F-8,Nagaland,Tuensang,Mission compound slide,,25.88667,94.78639,,Flow,21 June 2009,1,2009-06-21,True,25.6,256.0,ok,1176.0,4.148308337125839,311.9764282237885
24968,NAG/KIPH/83K13/2009/F-7,Nagaland,Tuensang,Kesunisiki slide,,25.9,94.78917,,Slide,21 June 2009,1,2009-06-21,True,34.5,345.0,ok,1047.0,24.82291618332217,128.99370037715892
25211,NL/WKH/83J04/2021/01,Nagaland,Wokha,E-Khel slide,,26.10694722,94.25328889,Insitu Soil,Slide,18 September 2021,1,2021-09-18,True,4.6,46.0,ok,1374.0,7.685144817514985,306.80794436635813
25487,NAG/TUE/83J15/2009/F-14,Nagaland,Tuensang,Ajang (Bhumbak Village),,26.34417,94.83333,,Slide,20 June 2009,1,2009-06-20,True,48.8,488.0,ok,1746.0,10.969543488063456,311.86493493946733
25490,NAG/TUE/83J15/2009/F-13,Nagaland,Tuensang,Ajang (Bhumbak Village),,26.36083,94.84,Rock,Fall,04 June 2009,1,2009-06-04,True,4.2,42.0,ok,2004.0,23.08605527596001,256.843709702578
25499,NAG/TUE/83J15/2009/F-12,Nagaland,Tuensang,Washomung (Bhumbak Village) slide,,26.37639,94.84056,Debris,Slide,20 June 2009,1,2009-06-20,True,48.8,488.0,ok,1881.0,36.3226070160047,320.33519420724224
25505,NAG/TUE/83J15/2009/F-10,Nagaland,Tuensang,Yangpi Village slide,,26.38778,94.82583,Rock,Slide,27 July 2009,1,2009-07-27,True,4.2,42.0,ok,1648.0,20.681744512657662,340.4454544177613
25506,NAG/TUE/83J15/2009/F-11,Nagaland,Tuensang,Noksen-Tuengsang road slide,,26.38778,94.82583,Debris,Slide,20 August 2009,1,2009-08-20,True,27.2,272.0,ok,1648.0,20.681744512657662,340.4454544177613
25513,NL/MON/83J15/2014/08,Nagaland,Mon,Shamnyu slide,State Highway (Tobu to Mon road),26.39094,94.94406,Rock cum Debris,Flow,16 August 2013,1,2013-08-16,True,46.9,469.0,ok,547.0,23.50546509285206,303.89464842985296
25523,NL/MON/83J15/2014/09,Nagaland,Mon,Shense slide,State Highway (Tobu to Mon road),26.39936,94.94553,Debris,Flow,17 August 2023,1,2023-08-17,True,1.5,15.0,ok,645.0,28.207759780861306,230.72272770340612
25526,NL/MON/83J15/2014/11,Nagaland,Mon,Chaklangsho-2,State Highway (Tobu to Mon road),26.40908,94.96308,Rock cum Debris,Slide,17 August 2013,1,2013-08-17,True,18.6,186.0,ok,695.0,28.4831222622431,273.4170407315704
25538,NL/MON/83J15/2014/12,Nagaland,Mon,Telangsao slide,State Highway (Tobu to Mon road),26.41931,94.97369,Debris,Slide,18 August 2013,1,2013-08-18,True,0.4,4.0,ok,686.0,15.035049050729198,195.5973076175792
25781,3211,Nagaland,Chumoukedima,,,25.7802266,93.936165,Debris,Flow,03 September 2024,1,2024-09-03,True,54.2,542.0,ok,907.0,15.100919131026542,273.43541507962254
25782,3212,Nagaland,Chumoukedima,,,25.7746019,93.9148756,Debris,Slide,03 September 2024,1,2024-09-03,True,54.2,542.0,ok,669.0,25.40728951164917,17.60318957549289
25784,3310,Nagaland,Tseminyu,,,25.8816564,94.1902346,Rock,Fall,19 January 2025,1,2025-01-19,True,0.0,0.0,ok,1399.0,27.484747984687715,5.948847686655668
25785,3380,Nagaland,Mokokchung,,,26.4231373,94.3822611,Soil,Slide,07 July 2025,1,2025-07-07,True,11.5,115.0,ok,526.0,34.26582389564249,184.5603164849832
25786,3375,Nagaland,Kohima,,,25.623067,94.114196,Debris,Slide,07 July 2025,1,2025-07-07,True,28.8,288.0,ok,1593.0,27.739422966967663,121.5136183915963
25787,3379,Nagaland,Mokokchung,,,26.4527822,94.375268,Soil,Slide,08 July 2025,1,2025-07-08,True,7.9,79.0,ok,258.0,13.481936249599656,101.67351968996788
25788,3381,Nagaland,Mokokchung,,,26.4219453,94.3854377,Rock,Fall,07 July 2025,1,2025-07-07,True,11.5,115.0,ok,798.0,47.77476323046326,268.31816379489175
25789,3382,Nagaland,Mokokchung,,,26.4242282,94.3924136,Rock,Fall,05 July 2025,1,2025-07-05,True,17.4,174.0,ok,853.0,38.17338848551333,216.66559647525264
25790,3383,Nagaland,Mokokchung,,,26.42608,94.398916,Rock,Slide,07 July 2025,1,2025-07-07,True,11.5,115.0,ok,865.0,48.59567094739326,209.5746785035084
25793,NA/KOH/83K02/2024/02,Nagaland,Kohima,Kigwema Village,Kigwema-Meluri road,25.6125,94.1272,Debris,Slide,06 July 2024,1,2024-07-06,True,4.7,47.0,ok,1424.0,15.0279636172941,164.50437480975157
25794,NA/CHU/83G13/2024/01,Nagaland,Chumoukedima,Pagala Pahar landslide,NH-29,25.7853,93.8014,Debris,Slide,03 September 2024,1,2024-09-03,True,45.9,459.0,ok,237.0,24.04683114618837,217.13350201279064
25797,NA/WKH/83J8/2024/02,Nagaland,Wokha,Tchuyiro landslide,Tchuyiro colony,26.08945,94.264217,Earth,Slide,23 July 2024,1,2024-07-23,True,0.9,9.0,ok,1473.0,15.519868565308132,256.5315948824907
25798,NL/KOH/83K02/2022/001,Nagaland,Kohima,Meriema landslide,NH-2/ Kohima-Wokha Highway,25.71711111,94.08561111,Soil,Slide,29 October 2017,1,2017-10-29,True,54.4,544.0,ok,1361.0,18.639531127377168,253.284155959944
25799,NL/KOH/83K02/2022/002,Nagaland,Kohima,Meriema village landslide,Inside Meriema village,25.712031,94.089791,Weathered rock,Slide,12 September 2022,1,2022-09-12,True,29.9,299.0,ok,1446.0,23.17201669975347,307.1884997975829
25800,NL/KOH/83K02/2022/003,Nagaland,Kohima,Chiesema,Chiesema,25.7491204,94.0804548,Debris,Slide,25 September 2022,1,2022-09-25,True,12.8,128.0,ok,1262.0,25.588231842987497,300.43066814437066
25801,NL/KOH/83K02/2022/004,Nagaland,Kohima,New secretariat-Meriema road,New secretariat-Meriema road,25.7179491,94.0917724,Weathered rock,Slide,28 September 2022,1,2022-09-28,True,24.6,246.0,ok,1349.0,26.79095834614327,140.22387655324508
25802,NL/KOH/83G13/2022/005,Nagaland,Kohima,Piphema,NH29/Piphema,25.770055,93.937873,Debris,Slide,15 October 2022,1,2022-10-15,True,0.0,0.0,ok,791.0,25.89521424542754,15.004671968703208
25803,NL/KOH/83G13/2022/006,Nagaland,Kohima,Piphema,NH29/Piphema,25.771451,93.907041,Debris,Slide,30 September 2022,1,2022-09-30,True,0.5,5.0,ok,631.0,13.952825212028664,12.521592208914951
25807,NL/KOH/83K02/2022/010,Nagaland,Kohima,Piphema,Piphema,25.770064,93.937891,Debris,Slide,12 November 2022,1,2022-11-12,True,0.0,0.0,ok,791.0,25.895214359847,15.004673055252413
25853,NL/KOH/83G13/2023/03,Nagaland,Kohima,Piphema,NH-29,25.76618333,93.94043611,Debris,Slide,08 September 2023,1,2023-09-08,True,6.8,68.0,ok,812.0,28.70923627038206,340.8632085676334
25868,NL/KOH/83K02/2023/19,Nagaland,Kohima,Khonoma,Jotsoma-Padi-Benreu road,25.66754722,94.08075278,Debris,Slide,02 October 2023,1,2023-10-02,True,6.7,67.0,ok,1523.0,18.841729106030776,87.28403737205784
25907,NL/KOH/83K02/2023/58,Nagaland,Kohima,Kohima-Nuiland road,Kohima-Nuiland road,25.85442778,94.15844444,Debris,Slide,23 August 2018,1,2018-08-23,True,26.7,267.0,ok,1532.0,33.04648222257887,225.8981988752232
25908,NL/KOH/83K02/2023/59,Nagaland,Kohima,Kohima-Nuiland road,Kohima-Nuiland road,25.857991,94.159346,Debris,Slide,23 August 2018,1,2018-08-23,True,26.7,267.0,ok,1489.0,41.69802598929909,218.69969639698547
25911,NL/KOH/83K02/2024/003,Nagaland,Kohima,,NH-2/Tadubi,25.52036,94.1311201,Debris,Slide,01 June 2024,1,2024-06-01,True,15.7,157.0,ok,1723.0,16.040662826379585,25.86415107723259
25912,NL/KOH/83K02/2024/004,Nagaland,Kohima,,NH-2/Khuzama,25.52164,94.13426,Debris,Slide,01 June 2024,1,2024-06-01,True,15.7,157.0,ok,1729.0,21.729660741393392,35.76457832622183
25914,NL/KOH/83K02/2024/006,Nagaland,Kohima,,NH-2/Khuzama,25.525094,94.135798,Debris,Subsidence,01 June 2024,1,2024-06-01,True,15.7,157.0,ok,1716.0,13.669238473823958,175.7748157026626
25915,NL/KOH/83K02/2024/007,Nagaland,Kohima,,NH-2/Khuzama,25.538422,94.136039,Debris,Slide,01 June 2024,1,2024-06-01,True,15.7,157.0,ok,1693.0,22.53503480317937,108.16506560138215
25916,NL/KOH/83K02/2024/008,Nagaland,Kohima,,NH-2/Viswema,25.5651,94.1390034,Debris,Slide,01 June 2024,1,2024-06-01,True,15.7,157.0,ok,1669.0,20.86255827543045,109.84138136412712
25917,NL/KOH/83K02/2024/009,Nagaland,Kohima,,NH-2/Viswema,25.6032619,94.1122188,Rock,Slide,01 June 2024,1,2024-06-01,True,11.0,110.0,ok,1620.0,30.995763435647785,53.69131392353289
25918,NL/KOH/83K02/2024/010,Nagaland,Kohima,,NH-2/Phesema,25.62154,94.1122,Debris,Slide,01 June 2024,1,2024-06-01,True,11.0,110.0,ok,1728.0,25.68218028381096,140.6573289190455
25919,NL/KOH/83K02/2024/011,Nagaland,Kohima,,NH-2/Phesema,25.6291966,94.10177,Debris,Slide,01 June 2024,1,2024-06-01,True,11.0,110.0,ok,1495.0,33.69596405296433,62.56571931198154
25920,NL/KOH/83K02/2024/012,Nagaland,Kohima,,NH-2/Phesema,25.6387,94.10979,Debris,Slide,01 June 2024,1,2024-06-01,True,11.0,110.0,ok,1475.0,24.655530592620007,35.88195782732432
